CPV Divisió,Descripció Divisió,CPV Grup,Descripció Grup,CPV Classe,Descripció Classe,CPV Categoria,Descripció Categoria
22000000-0,Impresos i productes relacionats,22400000-4,"Segells, talonaris de xecs, bitllets de banc, certificats d'accions, material de publicitat comercial, catàlegs i manuals",22470000-5,Manuals,22471000-2,Manuals informàtics
22000000-0,Impresos i productes relacionats,22400000-4,"Segells, talonaris de xecs, bitllets de banc, certificats d'accions, material de publicitat comercial, catàlegs i manuals",22470000-5,Manuals,22472000-9,Manuals d'instruccions
22000000-0,Impresos i productes relacionats,22400000-4,"Segells, talonaris de xecs, bitllets de banc, certificats d'accions, material de publicitat comercial, catàlegs i manuals",22470000-5,Manuals,22473000-6,Manuals tècnics
22000000-0,Impresos i productes relacionats,22500000-5,Clixés o cilindres d'impremta o altres mitjans d'impressió,22510000-8,Planxes d'òfset,No definit,No definida
22000000-0,Impresos i productes relacionats,22500000-5,Clixés o cilindres d'impremta o altres mitjans d'impressió,22520000-1,Equip de gravat en sec,22521000-8,Equip d'estampació en relleu
22000000-0,Impresos i productes relacionats,22600000-6,Tinta,22610000-9,Tinta d'impremta,22611000-6,Tinta de gravat al buit
22000000-0,Impresos i productes relacionats,22600000-6,Tinta,22610000-9,Tinta d'impremta,22612000-3,Tinta xinesa
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22813000-2,Llibres de comptabilitat
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22814000-9,Talonaris de rebuts
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22815000-6,Quaderns
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22816000-3,Blocs
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22816100-4,Blocs de notes
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22816200-5,Quaderns de taquigrafia
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22816300-6,Blocs de notes adhesives
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22817000-0,Agendes o organitzadors personals
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22810000-1,Llibres registre de paper o cartó,22819000-4,Llibres d'adreces
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22820000-4,Formularis,22821000-1,Formularis electorals
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22820000-4,Formularis,22822000-8,Formularis comercials
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22820000-4,Formularis,22822100-9,Formularis comercials de paper continu
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22820000-4,Formularis,22822200-0,Formularis comercials de paper no continu
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22830000-7,Quaderns d'exercicis,22831000-4,Recanvis per a quaderns escolars
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22830000-7,Quaderns d'exercicis,22832000-1,Fulls d'exercicis
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22840000-0,Àlbums per a mostres,22841000-7,Àlbums per a col·leccions
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22840000-0,Àlbums per a mostres,22841100-8,Llibres de segells
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22840000-0,Àlbums per a mostres,22841200-9,Àlbums de filatèlia
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22850000-3,Classificadors i accessoris per a classificadors,22851000-0,Classificadors
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22850000-3,Classificadors i accessoris per a classificadors,22852000-7,Carpetes
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22850000-3,Classificadors i accessoris per a classificadors,22852100-8,Dossiers
22000000-0,Impresos i productes relacionats,22800000-8,"Llibres de registre de paper o cartó, llibres de comptabilitat, classificadors, formularis i altres articles de papereria de paper o cartó",22850000-3,Classificadors i accessoris per a classificadors,22853000-4,Arxivadors
22000000-0,Impresos i productes relacionats,22900000-9,Impresos diversos,22990000-6,"Paper premsa, paper fabricat a mà i altres papers i cartons sense recobrir per a usos gràfics",22991000-3,Paper premsa
22000000-0,Impresos i productes relacionats,22900000-9,Impresos diversos,22990000-6,"Paper premsa, paper fabricat a mà i altres papers i cartons sense recobrir per a usos gràfics",22992000-0,Paper o cartó fet a mà
22000000-0,Impresos i productes relacionats,22900000-9,Impresos diversos,22990000-6,"Paper premsa, paper fabricat a mà i altres papers i cartons sense recobrir per a usos gràfics",22993000-7,"Paper i cartó fotosensible, termosensible o termogràfic"
22000000-0,Impresos i productes relacionats,22900000-9,Impresos diversos,22990000-6,"Paper premsa, paper fabricat a mà i altres papers i cartons sense recobrir per a usos gràfics",22993100-8,Paper o cartó fotosensible
22000000-0,Impresos i productes relacionats,22900000-9,Impresos diversos,22990000-6,"Paper premsa, paper fabricat a mà i altres papers i cartons sense recobrir per a usos gràfics",22993200-9,Paper o cartó termosensible
22000000-0,Impresos i productes relacionats,22900000-9,Impresos diversos,22990000-6,"Paper premsa, paper fabricat a mà i altres papers i cartons sense recobrir per a usos gràfics",22993300-0,Paper o cartó termogràfic
22000000-0,Impresos i productes relacionats,22900000-9,Impresos diversos,22990000-6,"Paper premsa, paper fabricat a mà i altres papers i cartons sense recobrir per a usos gràfics",22993400-1,Paper o cartó ondulat
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111000-5,"Hidrogen, argó, gasos nobles, nitrogen i oxigen"
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111100-6,Argó
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111200-7,Gasos nobles
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111300-8,Heli
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111400-9,Neó
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111500-0,Gasos medicinals
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111600-1,Hidrogen
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111700-2,Nitrogen
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111800-3,Nitrogen líquid
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24111900-4,Oxigen
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24112000-2,Compostos oxigenats inorgànics
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24112100-3,Diòxid de carboni
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24112200-4,Òxids de nitrogen
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24112300-5,Compostos oxigenats inorgànics gasosos
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24113000-9,Aire líquid i aire comprimit
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24113100-0,Aire líquid
24000000-4,Productes químics,24100000-5,Gasos,24110000-8,Gasos industrials,24113200-1,Aire comprimit
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24211000-6,"Òxid i peròxid de zinc, òxid de titani, colorants i pigments"
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24211100-7,Òxid de zinc
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24211200-8,Peròxid de zinc
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24211300-9,Òxid de titani
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212000-3,"Òxids i hidròxids de crom, de manganès, de magnesi, de plom i de coure"
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212100-4,Òxid de crom
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212200-5,Òxid de manganès
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212300-6,Òxid de plom
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212400-7,Òxid de coure
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212500-8,Òxid de magnesi
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212600-9,Hidròxids per a colorants i pigments
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212610-2,Hidròxid de crom
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212620-5,Hidròxid de manganès
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212630-8,Hidròxid de plom
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212640-1,Hidròxid de coure
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24212650-4,Hidròxid de magnesi
24000000-4,Productes químics,24200000-6,Colorants i pigments,24210000-9,"Òxids, peròxids i hidròxids",24213000-0,Calç apagada
24000000-4,Productes químics,24200000-6,Colorants i pigments,24220000-2,"Extractes adobants, extractes tintoris, tanins i matèries colorants",24221000-9,Extractes tintoris
24000000-4,Productes químics,24200000-6,Colorants i pigments,24220000-2,"Extractes adobants, extractes tintoris, tanins i matèries colorants",24222000-6,Extractes adobants
24000000-4,Productes químics,24200000-6,Colorants i pigments,24220000-2,"Extractes adobants, extractes tintoris, tanins i matèries colorants",24223000-3,Tanins
24000000-4,Productes químics,24200000-6,Colorants i pigments,24220000-2,"Extractes adobants, extractes tintoris, tanins i matèries colorants",24224000-0,Matèries colorants
24000000-4,Productes químics,24200000-6,Colorants i pigments,24220000-2,"Extractes adobants, extractes tintoris, tanins i matèries colorants",24225000-7,Preparats adobants
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311000-7,"Elements químics, àcids inorgànics i els seus compostos"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311100-8,Metal·loides
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311110-1,Fosfurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311120-4,Carburs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311130-7,Hidrurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311140-0,Nitrurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311150-3,Azidurs (azides)
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311160-6,Siliciurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311170-9,Borurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311180-2,Sofre refinat
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311200-9,Halogen
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311300-0,Metalls alcalins
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311310-3,Mercuri
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311400-1,"Clorur d'hidrogen, àcids inorgànics, diòxid de silici i diòxid de sofre"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311410-4,Àcids inorgànics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311411-1,Àcid sulfúric
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311420-7,Àcid fosfòric
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311430-0,Àcids polifosfòrics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311440-3,Àcid hexafluorosilícic
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311450-6,Diòxid de sofre
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311460-9,Diòxid de silici
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311470-2,Clorur d'hidrogen
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311500-2,Hidròxids en forma de substàncies químiques inorgàniques de base
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311510-5,Òxids metàl·lics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311511-2,Pirites de ferro i òxids de ferro
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311520-8,Hidròxid de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311521-5,Sosa càustica
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311522-2,Lleixiu de sosa
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311600-3,Compostos de sofre
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311700-4,Sofre
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311800-5,Carboni
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24311900-6,Clor
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312000-4,"Halogenats metàl·lics, hipoclorits, clorats i perclorats"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312100-5,Halogenats metàl·lics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312110-8,Hexafluorosilicat de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312120-1,Clorurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312121-8,Clorur d'alumini
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312122-5,Clorur fèrric
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312123-2,Policlorur d'alumini
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312130-4,Clorhidrat d'alumini
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312200-6,Hipoclorits i clorats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312210-9,Clorit de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24312220-2,Hipoclorit de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313000-1,"Sulfurs, sulfats, nitrats, fosfats i carbonats"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313100-2,"Sulfurs, sulfits i sulfats"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313110-5,Sulfurs diversos
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313111-2,Sulfur d'hidrogen
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313112-9,Polisulfurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313120-8,Sulfats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313121-5,Tiosulfat de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313122-2,Sulfat fèrric
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313123-9,Sulfat d'alumini
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313124-6,Sulfat de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313125-3,Sulfat de ferro
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313126-0,Sulfat de coure
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313200-3,"Fosfinats, fosfonats, fosfats i polifosfats"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313210-6,Hexametafosfat de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313220-9,Fosfats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313300-4,Carbonats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313310-7,Carbonat de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313320-0,Bicarbonat de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24313400-5,Nitrats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24314000-8,Sals àcides metàl·liques diverses
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24314100-9,Permanganat de potassi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24314200-0,Sals àcides oxometàl·liques
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315000-5,Productes químics inorgànics diversos
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315100-6,"Aigua pesada, altres isòtops i els seus compostos"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315200-7,"Cianurs, oxicianurs, fulminats, cianats, silicats, borats, perborats, sals d'àcids inorgànics"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315210-0,Cianurs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315220-3,Oxicianur
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315230-6,Fulminats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315240-9,Cianats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315300-8,Peròxid d'hidrogen
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315400-9,Quars piezoelèctric
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315500-0,Compostos de metalls del grup de les terres rares
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315600-1,Silicats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315610-4,Silicat de sodi
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24315700-2,Borats i perborats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24316000-2,Aigua destil·lada
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24317000-9,Pedres sintètiques
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24317100-0,Pedres precioses sintètiques
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24310000-0,Productes químics inorgànics de base,24317200-1,Pedres semiprecioses sintètiques
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321000-0,Hidrocarburs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321100-1,Hidrocarburs saturats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321110-4,Hidrocarburs acíclics saturats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321111-1,Metà
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321112-8,Etilè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321113-5,Propè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321114-2,Butè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321115-9,Acetilè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321120-7,Hidrocarburs cíclics saturats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321200-2,Hidrocarburs no saturats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321210-5,Hidrocarburs acíclics no saturats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321220-8,Hidrocarburs cíclics no saturats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321221-5,Benzè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321222-2,Toluè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321223-9,O-xilens
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321224-6,M-xilens
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321225-3,Estirè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321226-0,Etilbenzè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321300-3,Altres derivats halogenats d'hidrocarburs
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321310-6,Tetracloroetilè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24321320-9,Tetraclorur de carboni
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322000-7,"Alcohols, fenols, alcohols fenòlics i els seus derivats halogenats, sulfonats, nitrats o nitrosats, alcohols grassos industrials"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322100-8,Alcohols grassos industrials
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322200-9,Monoalcohols
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322210-2,Metanol
